condition,seed,task_name,realized_sample_count
base,5,A00_copy,2792
base,5,A01_reverse,2986
base,5,A02_substitute,4772
base,5,A03_copy,70074
base,5,A04_reverse,3526
base,5,A05_substitute,2375
base,5,A06_copy,33675
base,5,A07_reverse,3509
base,5,C00_reverse_then_substitute_06_04,12859
base,5,C01_substitute_then_reverse_03_04,6956
base,5,C02_copy_then_substitute_00_07,2556
base,5,C03_reverse_then_substitute_06_01,16316
base,5,C04_substitute_then_reverse_07_01,2468
base,5,C05_copy_then_substitute_06_07,2878
base,5,C06_reverse_then_substitute_02_00,10646
base,5,C07_substitute_then_reverse_04_03,22170
base,5,K00_shortcut_for_A00_copy,4089
base,5,K01_shortcut_for_A07_reverse,4325
base,5,K02_shortcut_for_A04_reverse,9222
base,5,S00_surface_rotate,5184
base,5,S01_surface_rotate,8034
base,5,S02_surface_rotate,3767
base,5,U00_unrelated_substitute,5646
base,5,U01_unrelated_substitute,6178
base,5,U02_unrelated_substitute,3109
