condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy,metric_family,analysis_threshold
delay_component_strong,1,A00_copy,atomic,108288.0,0.7,2,token_accuracy,0.7708333730697632,0.01171875,0.01171875,token_accuracy,0.7
delay_component_strong,1,A01_reverse,atomic,13568.0,0.7,2,token_accuracy,0.9934896230697632,0.9609375,0.9609375,token_accuracy,0.7
delay_component_strong,1,A02_substitute,atomic,,0.7,2,token_accuracy,0.0406901054084301,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,A03_copy,atomic,108288.0,0.7,2,token_accuracy,0.75390625,0.0078125,0.0078125,token_accuracy,0.7
delay_component_strong,1,A04_reverse,atomic,13568.0,0.7,2,token_accuracy,0.9928385615348816,0.95703125,0.95703125,token_accuracy,0.7
delay_component_strong,1,A05_substitute,atomic,,0.7,2,token_accuracy,0.0686848983168602,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,A06_copy,atomic,108288.0,0.7,2,token_accuracy,0.7571614980697632,0.005859375,0.005859375,token_accuracy,0.7
delay_component_strong,1,A07_reverse,atomic,13568.0,0.7,2,token_accuracy,0.994140625,0.96875,0.96875,token_accuracy,0.7
delay_component_strong,1,C00_reverse_then_substitute_02_05,composite,,0.7,2,token_accuracy,0.0299479179084301,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,C01_substitute_then_reverse_01_03,composite,13568.0,0.7,2,token_accuracy,0.9947916865348816,0.970703125,0.970703125,token_accuracy,0.7
delay_component_strong,1,C02_copy_then_substitute_04_07,composite,108288.0,0.7,2,token_accuracy,0.76171875,0.013671875,0.013671875,token_accuracy,0.7
delay_component_strong,1,C03_reverse_then_substitute_06_01,composite,13568.0,0.7,2,token_accuracy,0.9954427480697632,0.97265625,0.97265625,token_accuracy,0.7
delay_component_strong,1,C04_substitute_then_reverse_03_07,composite,13568.0,0.7,2,token_accuracy,0.9944661855697632,0.966796875,0.966796875,token_accuracy,0.7
delay_component_strong,1,C05_copy_then_substitute_07_06,composite,13568.0,0.7,2,token_accuracy,0.9921875,0.95703125,0.95703125,token_accuracy,0.7
delay_component_strong,1,C06_reverse_then_substitute_01_05,composite,,0.7,2,token_accuracy,0.5582682490348816,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,C07_substitute_then_reverse_07_03,composite,13568.0,0.7,2,token_accuracy,0.9928385615348816,0.958984375,0.958984375,token_accuracy,0.7
delay_component_strong,1,K00_shortcut_for_A07_reverse,shortcut,108288.0,0.7,2,token_accuracy,0.7529296875,0.005859375,0.005859375,token_accuracy,0.7
delay_component_strong,1,K01_shortcut_for_A03_copy,shortcut,108288.0,0.7,2,token_accuracy,0.7516276240348816,0.009765625,0.009765625,token_accuracy,0.7
delay_component_strong,1,K02_shortcut_for_A00_copy,shortcut,108288.0,0.7,2,token_accuracy,0.759765625,0.005859375,0.005859375,token_accuracy,0.7
delay_component_strong,1,S00_surface_rotate,surface_control,,0.7,2,token_accuracy,0.5234375,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,S01_surface_rotate,surface_control,,0.7,2,token_accuracy,0.5152994990348816,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,S02_surface_rotate,surface_control,,0.7,2,token_accuracy,0.1259765625,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,U00_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.5719401240348816,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,U01_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.0240885429084301,0.0,0.0,token_accuracy,0.7
delay_component_strong,1,U02_unrelated_substitute,unrelated,,0.7,2,token_accuracy,0.5774739980697632,0.0,0.0,token_accuracy,0.7
