condition,seed,task_name,realized_sample_count
base,6,A00_copy,3637
base,6,A01_reverse,70108
base,6,A02_substitute,2701
base,6,A03_copy,3391
base,6,A04_reverse,4821
base,6,A05_substitute,3231
base,6,A06_copy,16218
base,6,A07_reverse,9022
base,6,C00_reverse_then_substitute_02_05,3934
base,6,C01_substitute_then_reverse_01_03,33751
base,6,C02_copy_then_substitute_04_07,4148
base,6,C03_reverse_then_substitute_06_01,22023
base,6,C04_substitute_then_reverse_03_07,5602
base,6,C05_copy_then_substitute_07_06,2390
base,6,C06_reverse_then_substitute_01_05,13025
base,6,C07_substitute_then_reverse_07_03,7022
base,6,K00_shortcut_for_A07_reverse,2417
base,6,K01_shortcut_for_A03_copy,5269
base,6,K02_shortcut_for_A00_copy,2551
base,6,S00_surface_rotate,6253
base,6,S01_surface_rotate,2912
base,6,S02_surface_rotate,4287
base,6,U00_unrelated_substitute,10506
base,6,U01_unrelated_substitute,3083
base,6,U02_unrelated_substitute,7810
