condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,P27_parity_d2_14_25,atomic,,0.85,2,balanced_accuracy,0.5069772601127625,0.509033203125,0.5069772601127625
baseline,0,P28_parity_d3_19_24_30,atomic,,0.85,2,balanced_accuracy,0.5013216948136687,0.50390625,0.5013216948136687
baseline,0,P29_parity_d1_17,atomic,220160.0,0.85,2,balanced_accuracy,0.9978478848934174,0.997802734375,0.9978478848934174
baseline,0,P30_parity_d1_18,atomic,220160.0,0.85,2,balanced_accuracy,0.9985192716121674,0.99853515625,0.9985192716121674
baseline,0,P31_parity_d2_7_37,atomic,,0.85,2,balanced_accuracy,0.514718547463417,0.50439453125,0.514718547463417
baseline,0,P32_parity_d3_1_16_37,atomic,,0.85,2,balanced_accuracy,0.49834152730181813,0.500244140625,0.49834152730181813
baseline,0,P33_parity_d1_39,atomic,40960.0,0.85,2,balanced_accuracy,0.999754786491394,0.999755859375,0.999754786491394
baseline,0,P34_parity_d1_24,atomic,20480.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,0,P35_parity_d2_0_37,atomic,,0.85,2,balanced_accuracy,0.5109574124217033,0.5185546875,0.5109574124217033
baseline,1,P00_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.5054083727300167,0.507080078125,0.5054083727300167
baseline,1,P01_parity_d2_32_38,atomic,510976.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P02_parity_d1_15,atomic,310272.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P03_parity_d3_26_37_39,atomic,,0.85,2,balanced_accuracy,0.5010905377566814,0.500244140625,0.5010905377566814
baseline,1,P04_parity_d1_28,atomic,60416.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P05_parity_d1_35,atomic,150528.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P06_parity_d3_5_22_28,atomic,,0.85,2,balanced_accuracy,0.49817318841814995,0.48046875,0.49817318841814995
baseline,1,P07_parity_d3_12_14_16,atomic,,0.85,2,balanced_accuracy,0.5069472752511501,0.5146484375,0.5069472752511501
baseline,1,P08_parity_d3_2_33_37,atomic,,0.85,2,balanced_accuracy,0.4993011876940727,0.496826171875,0.4993011876940727
baseline,1,P09_parity_d2_22_26,atomic,,0.85,2,balanced_accuracy,0.5151178240776062,0.507080078125,0.5151178240776062
baseline,1,P10_parity_d1_12,atomic,300032.0,0.85,2,balanced_accuracy,0.9997590184211731,0.999755859375,0.9997590184211731
baseline,1,P11_parity_d1_23,atomic,250880.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P12_parity_d2_13_19,atomic,750592.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P13_parity_d2_13_15,atomic,800768.0,0.85,2,balanced_accuracy,0.99718177318573,0.9970703125,0.99718177318573
baseline,1,P14_parity_d1_10,atomic,120832.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,1,P15_parity_d1_9,atomic,360448.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P16_parity_d3_1_24_27,atomic,,0.85,2,balanced_accuracy,0.5065410435199738,0.503173828125,0.5065410435199738
baseline,1,P17_parity_d2_16_32,atomic,490496.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P18_parity_d3_9_12_31,atomic,770048.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P19_parity_d2_2_26,atomic,,0.85,2,balanced_accuracy,0.5324225798249245,0.533447265625,0.5324225798249245
baseline,1,P20_parity_d3_5_21_34,atomic,,0.85,2,balanced_accuracy,0.4987507089972496,0.5029296875,0.4987507089972496
baseline,1,P21_parity_d1_31,atomic,120832.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P22_parity_d3_8_26_30,atomic,,0.85,2,balanced_accuracy,0.505124144256115,0.497802734375,0.505124144256115
baseline,1,P23_parity_d2_15_39,atomic,380928.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P24_parity_d2_3_36,atomic,960512.0,0.85,2,balanced_accuracy,0.9858413338661194,0.98583984375,0.9858413338661194
baseline,1,P25_parity_d3_11_22_35,atomic,,0.85,2,balanced_accuracy,0.49383290857076645,0.49169921875,0.49383290857076645
baseline,1,P26_parity_d3_7_30_33,atomic,300032.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P27_parity_d2_14_25,atomic,,0.85,2,balanced_accuracy,0.5138013958930969,0.512939453125,0.5138013958930969
baseline,1,P28_parity_d3_19_24_30,atomic,,0.85,2,balanced_accuracy,0.5015644878149033,0.51025390625,0.5015644878149033
baseline,1,P29_parity_d1_17,atomic,280576.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,1,P30_parity_d1_18,atomic,280576.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P31_parity_d2_7_37,atomic,,0.85,2,balanced_accuracy,0.5242659598588943,0.520263671875,0.5242659598588943
baseline,1,P32_parity_d3_1_16_37,atomic,,0.85,2,balanced_accuracy,0.49670199677348137,0.499755859375,0.49670199677348137
baseline,1,P33_parity_d1_39,atomic,50176.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P34_parity_d1_24,atomic,10240.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,1,P35_parity_d2_0_37,atomic,,0.85,2,balanced_accuracy,0.5071010813117027,0.506591796875,0.5071010813117027
baseline,2,P00_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.5150568038225174,0.513427734375,0.5150568038225174
baseline,2,P01_parity_d2_32_38,atomic,980992.0,0.85,2,balanced_accuracy,0.9120447635650635,0.9140625,0.9120447635650635
baseline,2,P02_parity_d1_15,atomic,260096.0,0.85,2,balanced_accuracy,0.999267578125,0.999267578125,0.999267578125
baseline,2,P03_parity_d3_26_37_39,atomic,,0.85,2,balanced_accuracy,0.49953967332839966,0.498291015625,0.49953967332839966
baseline,2,P04_parity_d1_28,atomic,70656.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,P05_parity_d1_35,atomic,230400.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,2,P06_parity_d3_5_22_28,atomic,,0.85,2,balanced_accuracy,0.49644675850868225,0.4892578125,0.49644675850868225
baseline,2,P07_parity_d3_12_14_16,atomic,,0.85,2,balanced_accuracy,0.5053233429789543,0.50439453125,0.5053233429789543
baseline,2,P08_parity_d3_2_33_37,atomic,,0.85,2,balanced_accuracy,0.4931773394346237,0.4921875,0.4931773394346237
baseline,2,P09_parity_d2_22_26,atomic,,0.85,2,balanced_accuracy,0.5036413818597794,0.503662109375,0.5036413818597794
baseline,2,P10_parity_d1_12,atomic,270336.0,0.85,2,balanced_accuracy,0.997126430273056,0.9970703125,0.997126430273056
baseline,2,P11_parity_d1_23,atomic,280576.0,0.85,2,balanced_accuracy,0.9995162189006805,0.99951171875,0.9995162189006805
baseline,2,P12_parity_d2_13_19,atomic,,0.85,2,balanced_accuracy,0.5046511590480804,0.504638671875,0.5046511590480804
baseline,2,P13_parity_d2_13_15,atomic,,0.85,2,balanced_accuracy,0.5198243856430054,0.520751953125,0.5198243856430054
baseline,2,P14_parity_d1_10,atomic,140288.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,2,P15_parity_d1_9,atomic,280576.0,0.85,2,balanced_accuracy,0.9990248680114746,0.9990234375,0.9990248680114746
baseline,2,P16_parity_d3_1_24_27,atomic,,0.85,2,balanced_accuracy,0.5014031678438187,0.50390625,0.5014031678438187
baseline,2,P17_parity_d2_16_32,atomic,980992.0,0.85,2,balanced_accuracy,0.9152584671974182,0.9150390625,0.9152584671974182
baseline,2,P18_parity_d3_9_12_31,atomic,,0.85,2,balanced_accuracy,0.5001268535852432,0.5009765625,0.5001268535852432
baseline,2,P19_parity_d2_2_26,atomic,,0.85,2,balanced_accuracy,0.5005884915590286,0.501708984375,0.5005884915590286
baseline,2,P20_parity_d3_5_21_34,atomic,,0.85,2,balanced_accuracy,0.5091627240180969,0.509033203125,0.5091627240180969
baseline,2,P21_parity_d1_31,atomic,140288.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,P22_parity_d3_8_26_30,atomic,,0.85,2,balanced_accuracy,0.5023324191570282,0.5,0.5023324191570282
baseline,2,P23_parity_d2_15_39,atomic,390144.0,0.85,2,balanced_accuracy,0.9973148107528687,0.997314453125,0.9973148107528687
baseline,2,P24_parity_d2_3_36,atomic,,0.85,2,balanced_accuracy,0.5139283090829849,0.51513671875,0.5139283090829849
baseline,2,P25_parity_d3_11_22_35,atomic,,0.85,2,balanced_accuracy,0.5116507261991501,0.514404296875,0.5116507261991501
baseline,2,P26_parity_d3_7_30_33,atomic,890880.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,2,P27_parity_d2_14_25,atomic,,0.85,2,balanced_accuracy,0.49481359124183655,0.496826171875,0.49481359124183655
baseline,2,P28_parity_d3_19_24_30,atomic,,0.85,2,balanced_accuracy,0.4981207698583603,0.501708984375,0.4981207698583603
baseline,2,P29_parity_d1_17,atomic,240640.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,2,P30_parity_d1_18,atomic,180224.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,P31_parity_d2_7_37,atomic,,0.85,2,balanced_accuracy,0.5098695755004883,0.509765625,0.5098695755004883
baseline,2,P32_parity_d3_1_16_37,atomic,,0.85,2,balanced_accuracy,0.5038753896951675,0.50390625,0.5038753896951675
baseline,2,P33_parity_d1_39,atomic,70656.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,P34_parity_d1_24,atomic,20480.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,2,P35_parity_d2_0_37,atomic,,0.85,2,balanced_accuracy,0.5059436559677124,0.50390625,0.5059436559677124
baseline,3,P00_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.5078481063246727,0.51220703125,0.5078481063246727
baseline,3,P01_parity_d2_32_38,atomic,,0.85,2,balanced_accuracy,0.6224259436130524,0.623779296875,0.6224259436130524
baseline,3,P02_parity_d1_15,atomic,230400.0,0.85,2,balanced_accuracy,0.999758243560791,0.999755859375,0.999758243560791
baseline,3,P03_parity_d3_26_37_39,atomic,,0.85,2,balanced_accuracy,0.4931274503469467,0.4931640625,0.4931274503469467
baseline,3,P04_parity_d1_28,atomic,60416.0,0.85,2,balanced_accuracy,0.99853515625,0.99853515625,0.99853515625
baseline,3,P05_parity_d1_35,atomic,190464.0,0.85,2,balanced_accuracy,0.9982901811599731,0.998291015625,0.9982901811599731
baseline,3,P06_parity_d3_5_22_28,atomic,,0.85,2,balanced_accuracy,0.497802734375,0.497802734375,0.497802734375
baseline,3,P07_parity_d3_12_14_16,atomic,,0.85,2,balanced_accuracy,0.5076123923063278,0.5078125,0.5076123923063278
baseline,3,P08_parity_d3_2_33_37,atomic,,0.85,2,balanced_accuracy,0.5087312161922455,0.515869140625,0.5087312161922455
baseline,3,P09_parity_d2_22_26,atomic,,0.85,2,balanced_accuracy,0.509761244058609,0.5126953125,0.509761244058609
baseline,3,P10_parity_d1_12,atomic,280576.0,0.85,2,balanced_accuracy,0.9948294162750244,0.994873046875,0.9948294162750244
baseline,3,P11_parity_d1_23,atomic,260096.0,0.85,2,balanced_accuracy,0.9924830496311188,0.992431640625,0.9924830496311188
baseline,3,P12_parity_d2_13_19,atomic,,0.85,2,balanced_accuracy,0.5215600803494453,0.518798828125,0.5215600803494453
baseline,3,P13_parity_d2_13_15,atomic,,0.85,2,balanced_accuracy,0.5511806756258011,0.5517578125,0.5511806756258011
baseline,3,P14_parity_d1_10,atomic,130048.0,0.85,2,balanced_accuracy,0.9983189105987549,0.998291015625,0.9983189105987549
baseline,3,P15_parity_d1_9,atomic,350208.0,0.85,2,balanced_accuracy,0.9958229660987854,0.995849609375,0.9958229660987854
baseline,3,P16_parity_d3_1_24_27,atomic,,0.85,2,balanced_accuracy,0.5003738552331924,0.49951171875,0.5003738552331924
baseline,3,P17_parity_d2_16_32,atomic,,0.85,2,balanced_accuracy,0.8041364550590515,0.803466796875,0.8041364550590515
baseline,3,P18_parity_d3_9_12_31,atomic,,0.85,2,balanced_accuracy,0.5033652111887932,0.50537109375,0.5033652111887932
baseline,3,P19_parity_d2_2_26,atomic,,0.85,2,balanced_accuracy,0.509413331747055,0.507568359375,0.509413331747055
baseline,3,P20_parity_d3_5_21_34,atomic,,0.85,2,balanced_accuracy,0.49893452040851116,0.500244140625,0.49893452040851116
baseline,3,P21_parity_d1_31,atomic,120832.0,0.85,2,balanced_accuracy,0.9992735981941223,0.999267578125,0.9992735981941223
baseline,3,P22_parity_d3_8_26_30,atomic,,0.85,2,balanced_accuracy,0.5026155561208725,0.501220703125,0.5026155561208725
baseline,3,P23_parity_d2_15_39,atomic,400384.0,0.85,2,balanced_accuracy,0.9952237606048584,0.995361328125,0.9952237606048584
baseline,3,P24_parity_d2_3_36,atomic,,0.85,2,balanced_accuracy,0.5264754295349121,0.5263671875,0.5264754295349121
baseline,3,P25_parity_d3_11_22_35,atomic,,0.85,2,balanced_accuracy,0.5015987604856491,0.498779296875,0.5015987604856491
baseline,3,P26_parity_d3_7_30_33,atomic,850944.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,3,P27_parity_d2_14_25,atomic,,0.85,2,balanced_accuracy,0.507944643497467,0.51171875,0.507944643497467
baseline,3,P28_parity_d3_19_24_30,atomic,,0.85,2,balanced_accuracy,0.5038582384586334,0.50244140625,0.5038582384586334
baseline,3,P29_parity_d1_17,atomic,200704.0,0.85,2,balanced_accuracy,0.9980685710906982,0.998046875,0.9980685710906982
baseline,3,P30_parity_d1_18,atomic,171008.0,0.85,2,balanced_accuracy,0.9990328848361969,0.9990234375,0.9990328848361969
baseline,3,P31_parity_d2_7_37,atomic,,0.85,2,balanced_accuracy,0.5039711371064186,0.4970703125,0.5039711371064186
baseline,3,P32_parity_d3_1_16_37,atomic,,0.85,2,balanced_accuracy,0.4899654686450958,0.490234375,0.4899654686450958
baseline,3,P33_parity_d1_39,atomic,40960.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,3,P34_parity_d1_24,atomic,20480.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,3,P35_parity_d2_0_37,atomic,,0.85,2,balanced_accuracy,0.5001812726259232,0.510009765625,0.5001812726259232
baseline,4,P00_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.49676914513111115,0.496337890625,0.49676914513111115
baseline,4,P01_parity_d2_32_38,atomic,,0.85,2,balanced_accuracy,0.5092199146747589,0.509033203125,0.5092199146747589
baseline,4,P02_parity_d1_15,atomic,270336.0,0.85,2,balanced_accuracy,0.989996612071991,0.98974609375,0.989996612071991
baseline,4,P03_parity_d3_26_37_39,atomic,,0.85,2,balanced_accuracy,0.5100338757038116,0.512451171875,0.5100338757038116
baseline,4,P04_parity_d1_28,atomic,70656.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,4,P05_parity_d1_35,atomic,230400.0,0.85,2,balanced_accuracy,0.9973417222499847,0.997314453125,0.9973417222499847
baseline,4,P06_parity_d3_5_22_28,atomic,,0.85,2,balanced_accuracy,0.5002783387899399,0.503173828125,0.5002783387899399
baseline,4,P07_parity_d3_12_14_16,atomic,,0.85,2,balanced_accuracy,0.5109503418207169,0.510986328125,0.5109503418207169
baseline,4,P08_parity_d3_2_33_37,atomic,,0.85,2,balanced_accuracy,0.5076905936002731,0.508544921875,0.5076905936002731
baseline,4,P09_parity_d2_22_26,atomic,,0.85,2,balanced_accuracy,0.500680074095726,0.501220703125,0.500680074095726
baseline,4,P10_parity_d1_12,atomic,280576.0,0.85,2,balanced_accuracy,0.9966147840023041,0.99658203125,0.9966147840023041
baseline,4,P11_parity_d1_23,atomic,270336.0,0.85,2,balanced_accuracy,0.9978323876857758,0.997802734375,0.9978323876857758
baseline,4,P12_parity_d2_13_19,atomic,,0.85,2,balanced_accuracy,0.6989392936229706,0.69482421875,0.6989392936229706
baseline,4,P13_parity_d2_13_15,atomic,,0.85,2,balanced_accuracy,0.6836806833744049,0.692626953125,0.6836806833744049
baseline,4,P14_parity_d1_10,atomic,110592.0,0.85,2,balanced_accuracy,0.9997540414333344,0.999755859375,0.9997540414333344
baseline,4,P15_parity_d1_9,atomic,280576.0,0.85,2,balanced_accuracy,0.9922088980674744,0.9921875,0.9922088980674744
baseline,4,P16_parity_d3_1_24_27,atomic,,0.85,2,balanced_accuracy,0.5091895461082458,0.509033203125,0.5091895461082458
baseline,4,P17_parity_d2_16_32,atomic,,0.85,2,balanced_accuracy,0.5189066529273987,0.518798828125,0.5189066529273987
baseline,4,P18_parity_d3_9_12_31,atomic,,0.85,2,balanced_accuracy,0.508278414607048,0.5078125,0.508278414607048
baseline,4,P19_parity_d2_2_26,atomic,,0.85,2,balanced_accuracy,0.5130642503499985,0.5185546875,0.5130642503499985
baseline,4,P20_parity_d3_5_21_34,atomic,,0.85,2,balanced_accuracy,0.4973202347755432,0.495361328125,0.4973202347755432
baseline,4,P21_parity_d1_31,atomic,150528.0,0.85,2,balanced_accuracy,0.9985471963882446,0.99853515625,0.9985471963882446
baseline,4,P22_parity_d3_8_26_30,atomic,,0.85,2,balanced_accuracy,0.49504274129867554,0.494873046875,0.49504274129867554
baseline,4,P23_parity_d2_15_39,atomic,370688.0,0.85,2,balanced_accuracy,0.7601397037506104,0.757568359375,0.7601397037506104
baseline,4,P24_parity_d2_3_36,atomic,,0.85,2,balanced_accuracy,0.694961816072464,0.7001953125,0.694961816072464
baseline,4,P25_parity_d3_11_22_35,atomic,,0.85,2,balanced_accuracy,0.5087265968322754,0.5087890625,0.5087265968322754
baseline,4,P26_parity_d3_7_30_33,atomic,,0.85,2,balanced_accuracy,0.4972680062055588,0.50048828125,0.4972680062055588
baseline,4,P27_parity_d2_14_25,atomic,,0.85,2,balanced_accuracy,0.4942150115966797,0.492919921875,0.4942150115966797
baseline,4,P28_parity_d3_19_24_30,atomic,,0.85,2,balanced_accuracy,0.4808088392019272,0.480712890625,0.4808088392019272
baseline,4,P29_parity_d1_17,atomic,200704.0,0.85,2,balanced_accuracy,0.9977960586547852,0.997802734375,0.9977960586547852
baseline,4,P30_parity_d1_18,atomic,200704.0,0.85,2,balanced_accuracy,0.9968415796756744,0.996826171875,0.9968415796756744
baseline,4,P31_parity_d2_7_37,atomic,,0.85,2,balanced_accuracy,0.4937361925840378,0.497802734375,0.4937361925840378
baseline,4,P32_parity_d3_1_16_37,atomic,,0.85,2,balanced_accuracy,0.5025553703308105,0.498291015625,0.5025553703308105
baseline,4,P33_parity_d1_39,atomic,50176.0,0.85,2,balanced_accuracy,0.9995066523551941,0.99951171875,0.9995066523551941
baseline,4,P34_parity_d1_24,atomic,20480.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,4,P35_parity_d2_0_37,atomic,,0.85,2,balanced_accuracy,0.49382367730140686,0.495849609375,0.49382367730140686
baseline,5,P00_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.6435825526714325,0.64501953125,0.6435825526714325
baseline,5,P01_parity_d2_32_38,atomic,950272.0,0.85,2,balanced_accuracy,0.9831113517284393,0.983154296875,0.9831113517284393
baseline,5,P02_parity_d1_15,atomic,230400.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,5,P03_parity_d3_26_37_39,atomic,,0.85,2,balanced_accuracy,0.5022870153188705,0.50244140625,0.5022870153188705
baseline,5,P04_parity_d1_28,atomic,80896.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,5,P05_parity_d1_35,atomic,200704.0,0.85,2,balanced_accuracy,0.9997557401657104,0.999755859375,0.9997557401657104
baseline,5,P06_parity_d3_5_22_28,atomic,,0.85,2,balanced_accuracy,0.505693793296814,0.509033203125,0.505693793296814
baseline,5,P07_parity_d3_12_14_16,atomic,,0.85,2,balanced_accuracy,0.5031767189502716,0.504150390625,0.5031767189502716
baseline,5,P08_parity_d3_2_33_37,atomic,,0.85,2,balanced_accuracy,0.5009358078241348,0.5,0.5009358078241348
baseline,5,P09_parity_d2_22_26,atomic,,0.85,2,balanced_accuracy,0.5665787905454636,0.565673828125,0.5665787905454636
baseline,5,P10_parity_d1_12,atomic,260096.0,0.85,2,balanced_accuracy,0.9995116889476776,0.99951171875,0.9995116889476776
baseline,5,P11_parity_d1_23,atomic,270336.0,0.85,2,balanced_accuracy,0.9992654025554657,0.999267578125,0.9992654025554657
baseline,5,P12_parity_d2_13_19,atomic,,0.85,2,balanced_accuracy,0.7818993330001831,0.78076171875,0.7818993330001831
baseline,5,P13_parity_d2_13_15,atomic,,0.85,2,balanced_accuracy,0.6915070414543152,0.69189453125,0.6915070414543152
baseline,5,P14_parity_d1_10,atomic,140288.0,0.85,2,balanced_accuracy,0.9997553825378418,0.999755859375,0.9997553825378418
baseline,5,P15_parity_d1_9,atomic,280576.0,0.85,2,balanced_accuracy,0.9970615208148956,0.9970703125,0.9970615208148956
baseline,5,P16_parity_d3_1_24_27,atomic,,0.85,2,balanced_accuracy,0.49072265625,0.49072265625,0.49072265625
baseline,5,P17_parity_d2_16_32,atomic,850944.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,5,P18_parity_d3_9_12_31,atomic,,0.85,2,balanced_accuracy,0.5286415815353394,0.5322265625,0.5286415815353394
baseline,5,P19_parity_d2_2_26,atomic,,0.85,2,balanced_accuracy,0.7091247737407684,0.7099609375,0.7091247737407684
baseline,5,P20_parity_d3_5_21_34,atomic,,0.85,2,balanced_accuracy,0.5018320530653,0.500244140625,0.5018320530653
baseline,5,P21_parity_d1_31,atomic,120832.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,5,P22_parity_d3_8_26_30,atomic,,0.85,2,balanced_accuracy,0.4947330206632614,0.49609375,0.4947330206632614
baseline,5,P23_parity_d2_15_39,atomic,350208.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,5,P24_parity_d2_3_36,atomic,,0.85,2,balanced_accuracy,0.6090531945228577,0.609375,0.6090531945228577
baseline,5,P25_parity_d3_11_22_35,atomic,,0.85,2,balanced_accuracy,0.4950193464756012,0.4951171875,0.4950193464756012
baseline,5,P26_parity_d3_7_30_33,atomic,630784.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,5,P27_parity_d2_14_25,atomic,,0.85,2,balanced_accuracy,0.5425011664628983,0.542724609375,0.5425011664628983
baseline,5,P28_parity_d3_19_24_30,atomic,,0.85,2,balanced_accuracy,0.5049539655447006,0.50830078125,0.5049539655447006
baseline,5,P29_parity_d1_17,atomic,220160.0,0.85,2,balanced_accuracy,1.0,1.0,1.0
baseline,5,P30_parity_d1_18,atomic,190464.0,0.85,2,balanced_accuracy,0.9992661476135254,0.999267578125,0.9992661476135254
baseline,5,P31_parity_d2_7_37,atomic,,0.85,2,balanced_accuracy,0.5348147004842758,0.53515625,0.5348147004842758
baseline,5,P32_parity_d3_1_16_37,atomic,,0.85,2,balanced_accuracy,0.4902704209089279,0.490478515625,0.4902704209089279
baseline,5,P33_parity_d1_39,atomic,50176.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,5,P34_parity_d1_24,atomic,20480.0,0.85,2,balanced_accuracy,0.9999999701976776,1.0,0.9999999701976776
baseline,5,P35_parity_d2_0_37,atomic,,0.85,2,balanced_accuracy,0.5006228387355804,0.49853515625,0.5006228387355804
baseline,6,P00_parity_d2_15_29,atomic,,0.85,2,balanced_accuracy,0.5052261017262936,0.495849609375,0.5052261017262936
baseline,6,P01_parity_d2_32_38,atomic,450560.0,0.85,2,balanced_accuracy,0.9975692927837372,0.99755859375,0.9975692927837372
baseline,6,P02_parity_d1_15,atomic,210944.0,0.85,2,balanced_accuracy,0.9990215301513672,0.9990234375,0.9990215301513672
