condition,seed,task_name,realized_sample_count
base,1,A00_copy,2987
base,1,A01_reverse,7879
base,1,A02_substitute,2335
base,1,A03_copy,2599
base,1,A04_reverse,3046
base,1,A05_substitute,4763
base,1,A06_copy,70216
base,1,A07_reverse,16140
base,1,C00_reverse_then_substitute_04_03,4086
base,1,C01_substitute_then_reverse_04_06,8959
base,1,C02_copy_then_substitute_06_04,5639
base,1,C03_reverse_then_substitute_07_02,5124
base,1,C04_substitute_then_reverse_03_06,12799
base,1,C05_copy_then_substitute_06_07,10687
base,1,C06_reverse_then_substitute_05_07,33799
base,1,C07_substitute_then_reverse_01_04,6291
base,1,K00_shortcut_for_A02_substitute,4390
base,1,K01_shortcut_for_A05_substitute,3873
base,1,K02_shortcut_for_A03_copy,6901
base,1,S00_surface_rotate,22252
base,1,S01_surface_rotate,3373
base,1,S02_surface_rotate,3626
base,1,U00_unrelated_substitute,2521
base,1,U01_unrelated_substitute,3023
base,1,U02_unrelated_substitute,2804
