condition,task_name,kind,frequency,reference_learnability,formal_utility,n_seeds,acquisition_rate,mean_acquired_at,median_acquired_at,std_acquired_at,mean_final_balanced_accuracy
delay_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,1,0.0,,,,0.5
delay_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,1,0.0,,,,0.5
delay_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,1,0.0,,,,0.5
delay_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,1,0.0,,,,0.5
delay_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,1,0.0,,,,0.5
delay_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,1,0.0,,,,0.5
delay_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,1,0.0,,,,0.5
delay_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,1,0.0,,,,0.5
delay_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,1,0.0,,,,0.5
delay_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,1,0.0,,,,0.5
delay_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,1,0.0,,,,0.5
delay_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,1,0.0,,,,0.5
delay_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,1,0.0,,,,0.5
delay_component,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,1,0.0,,,,0.5
delay_component,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,1,0.0,,,,0.5
delay_component,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,1,0.0,,,,0.5
delay_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,1,0.0,,,,0.5
delay_component,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,1,0.0,,,,0.5
delay_unrelated_matched,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,1,0.0,,,,0.5
delay_unrelated_matched,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,1,0.0,,,,0.5
delay_unrelated_matched,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,1,0.0,,,,0.5
delay_unrelated_matched,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,1,0.0,,,,0.5
delay_unrelated_matched,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,1,0.0,,,,0.5
delay_unrelated_matched,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,1,0.0,,,,0.5
delay_unrelated_matched,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C00_or_04_01,composite,0.009924322081077,3.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C01_or_09_02,composite,0.007856625498314,3.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C06_and_05_09,composite,0.036993631597135,3.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,1,0.0,,,,0.5
delay_unrelated_matched,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,1,0.0,,,,0.5
delay_unrelated_matched,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,1,0.0,,,,0.5
upweight_component,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,1,0.0,,,,0.5
upweight_component,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,1,0.0,,,,0.5
upweight_component,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,1,0.0,,,,0.5
upweight_component,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,1,0.0,,,,0.5
upweight_component,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,1,0.0,,,,0.5
upweight_component,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,1,0.0,,,,0.5
upweight_component,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,1,0.0,,,,0.5
upweight_component,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,1,0.0,,,,0.5
upweight_component,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,1,0.0,,,,0.5
upweight_component,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,1,0.0,,,,0.5
upweight_component,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,1,0.0,,,,0.5
upweight_component,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,1,0.0,,,,0.5
upweight_component,C00_or_04_01,composite,0.009924322081077,3.5,0.0,1,0.0,,,,0.5
upweight_component,C01_or_09_02,composite,0.007856625498314,3.5,0.0,1,0.0,,,,0.5
upweight_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,1,0.0,,,,0.5
upweight_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,1,0.0,,,,0.5
upweight_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,1,0.0,,,,0.5
upweight_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,1,0.0,,,,0.5
upweight_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,1,0.0,,,,0.5
upweight_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,1,0.0,,,,0.5
upweight_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,1,0.0,,,,0.5
upweight_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,1,0.0,,,,0.5
upweight_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,1,0.0,,,,0.5
upweight_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,1,0.0,,,,0.5
upweight_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,1,0.0,,,,0.5
upweight_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,1,0.0,,,,0.5
upweight_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,1,0.0,,,,0.5
upweight_component,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,1,0.0,,,,0.5
upweight_component,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,1,0.0,,,,0.5
upweight_component,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,1,0.0,,,,0.5
upweight_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,1,0.0,,,,0.5
upweight_component,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,1,0.0,,,,0.5
upweight_fake_component,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,1,0.0,,,,0.5
upweight_fake_component,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,1,0.0,,,,0.5
upweight_fake_component,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,1,0.0,,,,0.5
upweight_fake_component,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,1,0.0,,,,0.5
upweight_fake_component,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,1,0.0,,,,0.5
upweight_fake_component,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,1,0.0,,,,0.5
upweight_fake_component,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,1,0.0,,,,0.5
upweight_fake_component,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,1,0.0,,,,0.5
upweight_fake_component,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,1,0.0,,,,0.5
upweight_fake_component,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,1,0.0,,,,0.5
upweight_fake_component,C00_or_04_01,composite,0.009924322081077,3.5,0.0,1,0.0,,,,0.5
upweight_fake_component,C01_or_09_02,composite,0.007856625498314,3.5,0.0,1,0.0,,,,0.5
upweight_fake_component,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,1,0.0,,,,0.5
upweight_fake_component,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,1,0.0,,,,0.5
upweight_fake_component,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,1,0.0,,,,0.5
upweight_fake_component,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,1,0.0,,,,0.5
upweight_fake_component,C06_and_05_09,composite,0.036993631597135,3.5,0.0,1,0.0,,,,0.5
upweight_fake_component,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,1,0.0,,,,0.5
upweight_fake_component,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,1,0.0,,,,0.5
upweight_fake_component,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,1,0.0,,,,0.5
upweight_fake_component,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,1,0.0,,,,0.5
upweight_fake_component,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,1,0.0,,,,0.5
upweight_fake_component,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,1,0.0,,,,0.5
upweight_fake_component,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,U02_and_bits_10_16,unrelated,0.0666720187070372,2.0,0.0,1,0.0,,,,0.5
upweight_fake_component,U03_xor2_36_26,unrelated,0.0110204524016133,2.5,0.0,1,0.0,,,,0.5
upweight_surface_control,A00_not_bit_26,atomic,0.0370525411895704,1.0,0.0516906167006104,1,0.0,,,,0.5
upweight_surface_control,A01_xor2_40_1,atomic,0.0516314152920421,2.5,0.009924322081077,1,0.0,,,,0.5
upweight_surface_control,A02_bit_1,atomic,0.0127300754109913,1.0,0.007856625498314,1,0.0,,,,0.5
upweight_surface_control,A03_and_bits_23_25,atomic,0.0064855913811142,2.0,0.0,1,0.0,,,,0.5
upweight_surface_control,A04_not_bit_0,atomic,0.0319972619218672,1.0,0.1193293022835383,1,0.0,,,,0.5
upweight_surface_control,A05_and_bits_5_25,atomic,0.0278932806335767,2.0,0.1734519764464213,1,0.0,,,,0.5
upweight_surface_control,A06_and_bits_18_35,atomic,0.0691650392829745,2.0,0.0,1,0.0,,,,0.5
upweight_surface_control,A07_and_bits_46_18,atomic,0.0304334352454909,2.0,0.0169385543144832,1,0.0,,,,0.5
upweight_surface_control,A08_not_bit_40,atomic,0.0158892804973367,1.0,0.0,1,0.0,,,,0.5
upweight_surface_control,A09_xor2_42_32,atomic,0.0363081575132758,2.5,0.1821455760581571,1,0.0,,,,0.5
upweight_surface_control,A10_xor2_25_39,atomic,0.0202158465690701,2.5,0.0,1,0.0,,,,0.5
upweight_surface_control,A11_xor2_14_34,atomic,0.0615729229008828,2.5,0.0,1,0.0,,,,0.5
upweight_surface_control,C00_or_04_01,composite,0.009924322081077,3.5,0.0,1,0.0,,,,0.5
upweight_surface_control,C01_or_09_02,composite,0.007856625498314,3.5,0.0,1,0.0,,,,0.5
upweight_surface_control,C02_and_05_09,composite,0.0647983106117028,3.5,0.0,1,0.0,,,,0.5
upweight_surface_control,C03_and_04_05,composite,0.0716600342375833,3.0,0.0,1,0.0,,,,0.5
upweight_surface_control,C04_or_09_04,composite,0.0208063916503946,3.5,0.0,1,0.0,,,,0.5
upweight_surface_control,C05_or_04_07,composite,0.0169385543144832,3.0,0.0,1,0.0,,,,0.5
upweight_surface_control,C06_and_05_09,composite,0.036993631597135,3.5,0.0,1,0.0,,,,0.5
upweight_surface_control,C07_and_09_00,composite,0.0516906167006104,3.5,0.0,1,0.0,,,,0.5
upweight_surface_control,K00_shortcut_for_10_bit39,shortcut,0.0087484448212668,1.0,0.0,1,0.0,,,,0.5
upweight_surface_control,K01_shortcut_for_09_bit45,shortcut,0.0551809644509996,1.0,0.0,1,0.0,,,,0.5
upweight_surface_control,K02_shortcut_for_07_bit11,shortcut,0.0107686192526946,1.0,0.0,1,0.0,,,,0.5
upweight_surface_control,K03_shortcut_for_07_bit23,shortcut,0.0599851782141178,1.0,0.0,1,0.0,,,,0.5
upweight_surface_control,S00_surface_xor_12_45,surface_control,0.0181634387830355,2.0,0.0,1,0.0,,,,0.5
upweight_surface_control,S01_surface_xor_25_7,surface_control,0.0066850694687462,2.0,0.0,1,0.0,,,,0.5
upweight_surface_control,S02_surface_xor_35_38,surface_control,0.0064863278309865,2.0,0.0,1,0.0,,,,0.5
upweight_surface_control,S03_surface_xor_28_44,surface_control,0.0062899254698364,2.0,0.0,1,0.0,,,,0.5
upweight_surface_control,U00_xor2_35_7,unrelated,0.0608218149548851,2.5,0.0,1,0.0,,,,0.5
upweight_surface_control,U01_eq2_3_23,unrelated,0.0071344111152862,2.0,0.0,1,0.0,,,,0.5
