condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
upweight_unrelated_matched,0,U01_eq2_3_23,unrelated,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
upweight_unrelated_matched,0,U02_and_bits_10_16,unrelated,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
upweight_unrelated_matched,0,U03_xor2_36_26,unrelated,,0.9,2,balanced_accuracy,0.5,0.4453125,0.5
upweight_fake_component,0,A00_not_bit_26,atomic,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
upweight_fake_component,0,A01_xor2_40_1,atomic,,0.9,2,balanced_accuracy,0.5,0.53125,0.5
upweight_fake_component,0,A02_bit_1,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
upweight_fake_component,0,A03_and_bits_23_25,atomic,,0.9,2,balanced_accuracy,0.5,0.7265625,0.5
upweight_fake_component,0,A04_not_bit_0,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
upweight_fake_component,0,A05_and_bits_5_25,atomic,,0.9,2,balanced_accuracy,0.5,0.796875,0.5
upweight_fake_component,0,A06_and_bits_18_35,atomic,,0.9,2,balanced_accuracy,0.5,0.734375,0.5
upweight_fake_component,0,A07_and_bits_46_18,atomic,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
upweight_fake_component,0,A08_not_bit_40,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
upweight_fake_component,0,A09_xor2_42_32,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
upweight_fake_component,0,A10_xor2_25_39,atomic,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
upweight_fake_component,0,A11_xor2_14_34,atomic,,0.9,2,balanced_accuracy,0.5,0.484375,0.5
upweight_fake_component,0,C00_or_04_01,composite,,0.9,2,balanced_accuracy,0.5,0.1875,0.5
upweight_fake_component,0,C01_or_09_02,composite,,0.9,2,balanced_accuracy,0.5,0.2890625,0.5
upweight_fake_component,0,C02_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.875,0.5
upweight_fake_component,0,C03_and_04_05,composite,,0.9,2,balanced_accuracy,0.5,0.9140625,0.5
upweight_fake_component,0,C04_or_09_04,composite,,0.9,2,balanced_accuracy,0.5,0.2109375,0.5
upweight_fake_component,0,C05_or_04_07,composite,,0.9,2,balanced_accuracy,0.5,0.3984375,0.5
upweight_fake_component,0,C06_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.8515625,0.5
upweight_fake_component,0,C07_and_09_00,composite,,0.9,2,balanced_accuracy,0.5,0.71875,0.5
upweight_fake_component,0,K00_shortcut_for_10_bit39,shortcut,,0.9,2,balanced_accuracy,0.5,0.5234375,0.5
upweight_fake_component,0,K01_shortcut_for_09_bit45,shortcut,,0.9,2,balanced_accuracy,0.5,0.4140625,0.5
upweight_fake_component,0,K02_shortcut_for_07_bit11,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
upweight_fake_component,0,K03_shortcut_for_07_bit23,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
upweight_fake_component,0,S00_surface_xor_12_45,surface_control,,0.9,2,balanced_accuracy,0.5,0.515625,0.5
upweight_fake_component,0,S01_surface_xor_25_7,surface_control,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
upweight_fake_component,0,S02_surface_xor_35_38,surface_control,,0.9,2,balanced_accuracy,0.5,0.4765625,0.5
upweight_fake_component,0,S03_surface_xor_28_44,surface_control,,0.9,2,balanced_accuracy,0.5,0.5625,0.5
upweight_fake_component,0,U00_xor2_35_7,unrelated,,0.9,2,balanced_accuracy,0.5,0.546875,0.5
upweight_fake_component,0,U01_eq2_3_23,unrelated,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
upweight_fake_component,0,U02_and_bits_10_16,unrelated,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
upweight_fake_component,0,U03_xor2_36_26,unrelated,,0.9,2,balanced_accuracy,0.5,0.4453125,0.5
upweight_surface_control,0,A00_not_bit_26,atomic,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
upweight_surface_control,0,A01_xor2_40_1,atomic,,0.9,2,balanced_accuracy,0.5,0.53125,0.5
upweight_surface_control,0,A02_bit_1,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
upweight_surface_control,0,A03_and_bits_23_25,atomic,,0.9,2,balanced_accuracy,0.5,0.7265625,0.5
upweight_surface_control,0,A04_not_bit_0,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
upweight_surface_control,0,A05_and_bits_5_25,atomic,,0.9,2,balanced_accuracy,0.5,0.796875,0.5
upweight_surface_control,0,A06_and_bits_18_35,atomic,,0.9,2,balanced_accuracy,0.5,0.734375,0.5
upweight_surface_control,0,A07_and_bits_46_18,atomic,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
upweight_surface_control,0,A08_not_bit_40,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
upweight_surface_control,0,A09_xor2_42_32,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
upweight_surface_control,0,A10_xor2_25_39,atomic,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
upweight_surface_control,0,A11_xor2_14_34,atomic,,0.9,2,balanced_accuracy,0.5,0.484375,0.5
upweight_surface_control,0,C00_or_04_01,composite,,0.9,2,balanced_accuracy,0.5,0.1875,0.5
upweight_surface_control,0,C01_or_09_02,composite,,0.9,2,balanced_accuracy,0.5,0.2890625,0.5
upweight_surface_control,0,C02_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.875,0.5
upweight_surface_control,0,C03_and_04_05,composite,,0.9,2,balanced_accuracy,0.5,0.9140625,0.5
upweight_surface_control,0,C04_or_09_04,composite,,0.9,2,balanced_accuracy,0.5,0.2109375,0.5
upweight_surface_control,0,C05_or_04_07,composite,,0.9,2,balanced_accuracy,0.5,0.3984375,0.5
upweight_surface_control,0,C06_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.8515625,0.5
upweight_surface_control,0,C07_and_09_00,composite,,0.9,2,balanced_accuracy,0.5,0.71875,0.5
upweight_surface_control,0,K00_shortcut_for_10_bit39,shortcut,,0.9,2,balanced_accuracy,0.5,0.5234375,0.5
upweight_surface_control,0,K01_shortcut_for_09_bit45,shortcut,,0.9,2,balanced_accuracy,0.5,0.4140625,0.5
upweight_surface_control,0,K02_shortcut_for_07_bit11,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
upweight_surface_control,0,K03_shortcut_for_07_bit23,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
upweight_surface_control,0,S00_surface_xor_12_45,surface_control,,0.9,2,balanced_accuracy,0.5,0.515625,0.5
upweight_surface_control,0,S01_surface_xor_25_7,surface_control,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
upweight_surface_control,0,S02_surface_xor_35_38,surface_control,,0.9,2,balanced_accuracy,0.5,0.4765625,0.5
upweight_surface_control,0,S03_surface_xor_28_44,surface_control,,0.9,2,balanced_accuracy,0.5,0.5625,0.5
upweight_surface_control,0,U00_xor2_35_7,unrelated,,0.9,2,balanced_accuracy,0.5,0.546875,0.5
upweight_surface_control,0,U01_eq2_3_23,unrelated,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
upweight_surface_control,0,U02_and_bits_10_16,unrelated,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
upweight_surface_control,0,U03_xor2_36_26,unrelated,,0.9,2,balanced_accuracy,0.5,0.4453125,0.5
corrupt_component,0,A00_not_bit_26,atomic,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
corrupt_component,0,A01_xor2_40_1,atomic,,0.9,2,balanced_accuracy,0.5,0.53125,0.5
corrupt_component,0,A02_bit_1,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
corrupt_component,0,A03_and_bits_23_25,atomic,,0.9,2,balanced_accuracy,0.5,0.7265625,0.5
corrupt_component,0,A04_not_bit_0,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
corrupt_component,0,A05_and_bits_5_25,atomic,,0.9,2,balanced_accuracy,0.5,0.796875,0.5
corrupt_component,0,A06_and_bits_18_35,atomic,,0.9,2,balanced_accuracy,0.5,0.734375,0.5
corrupt_component,0,A07_and_bits_46_18,atomic,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
corrupt_component,0,A08_not_bit_40,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
corrupt_component,0,A09_xor2_42_32,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
corrupt_component,0,A10_xor2_25_39,atomic,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
corrupt_component,0,A11_xor2_14_34,atomic,,0.9,2,balanced_accuracy,0.5,0.484375,0.5
corrupt_component,0,C00_or_04_01,composite,,0.9,2,balanced_accuracy,0.5,0.1875,0.5
corrupt_component,0,C01_or_09_02,composite,,0.9,2,balanced_accuracy,0.5,0.2890625,0.5
corrupt_component,0,C02_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.875,0.5
corrupt_component,0,C03_and_04_05,composite,,0.9,2,balanced_accuracy,0.5,0.9140625,0.5
corrupt_component,0,C04_or_09_04,composite,,0.9,2,balanced_accuracy,0.5,0.2109375,0.5
corrupt_component,0,C05_or_04_07,composite,,0.9,2,balanced_accuracy,0.5,0.3984375,0.5
corrupt_component,0,C06_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.8515625,0.5
corrupt_component,0,C07_and_09_00,composite,,0.9,2,balanced_accuracy,0.5,0.71875,0.5
corrupt_component,0,K00_shortcut_for_10_bit39,shortcut,,0.9,2,balanced_accuracy,0.5,0.5234375,0.5
corrupt_component,0,K01_shortcut_for_09_bit45,shortcut,,0.9,2,balanced_accuracy,0.5,0.4140625,0.5
corrupt_component,0,K02_shortcut_for_07_bit11,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
corrupt_component,0,K03_shortcut_for_07_bit23,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
corrupt_component,0,S00_surface_xor_12_45,surface_control,,0.9,2,balanced_accuracy,0.5,0.515625,0.5
corrupt_component,0,S01_surface_xor_25_7,surface_control,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
corrupt_component,0,S02_surface_xor_35_38,surface_control,,0.9,2,balanced_accuracy,0.5,0.4765625,0.5
corrupt_component,0,S03_surface_xor_28_44,surface_control,,0.9,2,balanced_accuracy,0.5,0.5625,0.5
corrupt_component,0,U00_xor2_35_7,unrelated,,0.9,2,balanced_accuracy,0.5,0.546875,0.5
corrupt_component,0,U01_eq2_3_23,unrelated,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
corrupt_component,0,U02_and_bits_10_16,unrelated,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
corrupt_component,0,U03_xor2_36_26,unrelated,,0.9,2,balanced_accuracy,0.5,0.4453125,0.5
corrupt_unrelated_matched,0,A00_not_bit_26,atomic,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
corrupt_unrelated_matched,0,A01_xor2_40_1,atomic,,0.9,2,balanced_accuracy,0.5,0.53125,0.5
corrupt_unrelated_matched,0,A02_bit_1,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
corrupt_unrelated_matched,0,A03_and_bits_23_25,atomic,,0.9,2,balanced_accuracy,0.5,0.7265625,0.5
corrupt_unrelated_matched,0,A04_not_bit_0,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
corrupt_unrelated_matched,0,A05_and_bits_5_25,atomic,,0.9,2,balanced_accuracy,0.5,0.796875,0.5
corrupt_unrelated_matched,0,A06_and_bits_18_35,atomic,,0.9,2,balanced_accuracy,0.5,0.734375,0.5
corrupt_unrelated_matched,0,A07_and_bits_46_18,atomic,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
corrupt_unrelated_matched,0,A08_not_bit_40,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
corrupt_unrelated_matched,0,A09_xor2_42_32,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
corrupt_unrelated_matched,0,A10_xor2_25_39,atomic,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
corrupt_unrelated_matched,0,A11_xor2_14_34,atomic,,0.9,2,balanced_accuracy,0.5,0.484375,0.5
corrupt_unrelated_matched,0,C00_or_04_01,composite,,0.9,2,balanced_accuracy,0.5,0.1875,0.5
corrupt_unrelated_matched,0,C01_or_09_02,composite,,0.9,2,balanced_accuracy,0.5,0.2890625,0.5
corrupt_unrelated_matched,0,C02_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.875,0.5
corrupt_unrelated_matched,0,C03_and_04_05,composite,,0.9,2,balanced_accuracy,0.5,0.9140625,0.5
corrupt_unrelated_matched,0,C04_or_09_04,composite,,0.9,2,balanced_accuracy,0.5,0.2109375,0.5
corrupt_unrelated_matched,0,C05_or_04_07,composite,,0.9,2,balanced_accuracy,0.5,0.3984375,0.5
corrupt_unrelated_matched,0,C06_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.8515625,0.5
corrupt_unrelated_matched,0,C07_and_09_00,composite,,0.9,2,balanced_accuracy,0.5,0.71875,0.5
corrupt_unrelated_matched,0,K00_shortcut_for_10_bit39,shortcut,,0.9,2,balanced_accuracy,0.5,0.5234375,0.5
corrupt_unrelated_matched,0,K01_shortcut_for_09_bit45,shortcut,,0.9,2,balanced_accuracy,0.5,0.4140625,0.5
corrupt_unrelated_matched,0,K02_shortcut_for_07_bit11,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
corrupt_unrelated_matched,0,K03_shortcut_for_07_bit23,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
corrupt_unrelated_matched,0,S00_surface_xor_12_45,surface_control,,0.9,2,balanced_accuracy,0.5,0.515625,0.5
corrupt_unrelated_matched,0,S01_surface_xor_25_7,surface_control,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
corrupt_unrelated_matched,0,S02_surface_xor_35_38,surface_control,,0.9,2,balanced_accuracy,0.5,0.4765625,0.5
corrupt_unrelated_matched,0,S03_surface_xor_28_44,surface_control,,0.9,2,balanced_accuracy,0.5,0.5625,0.5
corrupt_unrelated_matched,0,U00_xor2_35_7,unrelated,,0.9,2,balanced_accuracy,0.5,0.546875,0.5
corrupt_unrelated_matched,0,U01_eq2_3_23,unrelated,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
corrupt_unrelated_matched,0,U02_and_bits_10_16,unrelated,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
corrupt_unrelated_matched,0,U03_xor2_36_26,unrelated,,0.9,2,balanced_accuracy,0.5,0.4453125,0.5
delay_component,0,A00_not_bit_26,atomic,,0.9,2,balanced_accuracy,0.5,0.4296875,0.5
delay_component,0,A01_xor2_40_1,atomic,,0.9,2,balanced_accuracy,0.5,0.53125,0.5
delay_component,0,A02_bit_1,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
delay_component,0,A03_and_bits_23_25,atomic,,0.9,2,balanced_accuracy,0.5,0.7265625,0.5
delay_component,0,A04_not_bit_0,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
delay_component,0,A05_and_bits_5_25,atomic,,0.9,2,balanced_accuracy,0.5,0.796875,0.5
delay_component,0,A06_and_bits_18_35,atomic,,0.9,2,balanced_accuracy,0.5,0.734375,0.5
delay_component,0,A07_and_bits_46_18,atomic,,0.9,2,balanced_accuracy,0.5,0.765625,0.5
delay_component,0,A08_not_bit_40,atomic,,0.9,2,balanced_accuracy,0.5,0.5,0.5
delay_component,0,A09_xor2_42_32,atomic,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
delay_component,0,A10_xor2_25_39,atomic,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
delay_component,0,A11_xor2_14_34,atomic,,0.9,2,balanced_accuracy,0.5,0.484375,0.5
delay_component,0,C00_or_04_01,composite,,0.9,2,balanced_accuracy,0.5,0.1875,0.5
delay_component,0,C01_or_09_02,composite,,0.9,2,balanced_accuracy,0.5,0.2890625,0.5
delay_component,0,C02_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.875,0.5
delay_component,0,C03_and_04_05,composite,,0.9,2,balanced_accuracy,0.5,0.9140625,0.5
delay_component,0,C04_or_09_04,composite,,0.9,2,balanced_accuracy,0.5,0.2109375,0.5
delay_component,0,C05_or_04_07,composite,,0.9,2,balanced_accuracy,0.5,0.3984375,0.5
delay_component,0,C06_and_05_09,composite,,0.9,2,balanced_accuracy,0.5,0.8515625,0.5
delay_component,0,C07_and_09_00,composite,,0.9,2,balanced_accuracy,0.5,0.71875,0.5
delay_component,0,K00_shortcut_for_10_bit39,shortcut,,0.9,2,balanced_accuracy,0.5,0.5234375,0.5
delay_component,0,K01_shortcut_for_09_bit45,shortcut,,0.9,2,balanced_accuracy,0.5,0.4140625,0.5
delay_component,0,K02_shortcut_for_07_bit11,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
delay_component,0,K03_shortcut_for_07_bit23,shortcut,,0.9,2,balanced_accuracy,0.5,0.5078125,0.5
delay_component,0,S00_surface_xor_12_45,surface_control,,0.9,2,balanced_accuracy,0.5,0.515625,0.5
delay_component,0,S01_surface_xor_25_7,surface_control,,0.9,2,balanced_accuracy,0.5,0.4921875,0.5
delay_component,0,S02_surface_xor_35_38,surface_control,,0.9,2,balanced_accuracy,0.5,0.4765625,0.5
delay_component,0,S03_surface_xor_28_44,surface_control,,0.9,2,balanced_accuracy,0.5,0.5625,0.5
