condition,seed,task_name,kind,acquired_at,threshold,patience,metric,final_metric,final_accuracy,final_balanced_accuracy
baseline,0,A00_not_bit_26,atomic,80384.0,0.9,2,balanced_accuracy,0.9852122068405151,0.9853515625,0.9852122068405151
baseline,0,A01_xor2_40_1,atomic,,0.9,2,balanced_accuracy,0.5381990820169449,0.53662109375,0.5381990820169449
baseline,0,A02_bit_1,atomic,,0.9,2,balanced_accuracy,0.7793035507202148,0.779296875,0.7793035507202148
baseline,0,A03_and_bits_23_25,atomic,,0.9,2,balanced_accuracy,0.834921807050705,0.8935546875,0.834921807050705
baseline,0,A04_not_bit_0,atomic,88064.0,0.9,2,balanced_accuracy,0.9766603708267212,0.9765625,0.9766603708267212
baseline,0,A05_and_bits_5_25,atomic,82432.0,0.9,2,balanced_accuracy,0.9712032079696655,0.9833984375,0.9712032079696655
baseline,0,A06_and_bits_18_35,atomic,82432.0,0.9,2,balanced_accuracy,0.9818781614303589,0.98681640625,0.9818781614303589
baseline,0,A07_and_bits_46_18,atomic,,0.9,2,balanced_accuracy,0.8329769670963287,0.88623046875,0.8329769670963287
baseline,0,A08_not_bit_40,atomic,,0.9,2,balanced_accuracy,0.782410740852356,0.7822265625,0.782410740852356
baseline,0,A09_xor2_42_32,atomic,,0.9,2,balanced_accuracy,0.6128621399402618,0.61083984375,0.6128621399402618
baseline,0,A10_xor2_25_39,atomic,,0.9,2,balanced_accuracy,0.5418952852487564,0.54052734375,0.5418952852487564
baseline,0,A11_xor2_14_34,atomic,,0.9,2,balanced_accuracy,0.5358497202396393,0.53564453125,0.5358497202396393
baseline,0,C00_or_04_01,composite,,0.9,2,balanced_accuracy,0.5740760862827301,0.74560546875,0.5740760862827301
baseline,0,C01_or_09_02,composite,,0.9,2,balanced_accuracy,0.5053169378079474,0.75634765625,0.5053169378079474
baseline,0,C02_and_05_09,composite,,0.9,2,balanced_accuracy,0.8187625408172607,0.91259765625,0.8187625408172607
baseline,0,C03_and_04_05,composite,,0.9,2,balanced_accuracy,0.9373621940612793,0.9814453125,0.9373621940612793
baseline,0,C04_or_09_04,composite,,0.9,2,balanced_accuracy,0.6345464438199997,0.81005859375,0.6345464438199997
baseline,0,C05_or_04_07,composite,,0.9,2,balanced_accuracy,0.8245351612567902,0.85107421875,0.8245351612567902
